image,participant,normalized_description,num_nouns,pos,filename
1592372,105,Een motor staat bepakt met tassen in een garage,3,DET NOUN VERB VERB ADP NOUN ADP DET NOUN,Scan_Path_ppn105_1592372.mp3
1592804,40,Een auto die komt aanrijden voor het stoplicht waar al een auto staat,3,DET NOUN PRON VERB VERB ADP DET NOUN ADV ADV DET NOUN VERB,Scan_Path_ppn40_1592804.mp3
150296,108,De man en de vrouw zitten aan een eettafel en gaan dineren,3,DET NOUN CONJ DET NOUN VERB ADP DET NOUN CONJ VERB VERB,Scan_Path_ppn108_150296.mp3
1592133,101,"Een woonkamer met een hoop goudgele, witte meubels",3,DET NOUN ADP DET NOUN ADJ PUNCT ADJ NOUN,Scan_Path_ppn101_1592133.mp3
713211,34,Een winkeltje of een etalage met wijn en verschillende broodjes en dergelijke,3,DET X CONJ DET NOUN ADP NOUN CONJ PRON NOUN CONJ X,Scan_Path_ppn34_713211.mp3
498092,3,Drie donkere vrouwen die samen in de keuken staan en discussiëren ,3,NUM ADJ NOUN PRON ADV ADP DET NOUN VERB CONJ NOUN,Scan_Path_ppn3_498092.mp3
1592693,40,Donkere foto met drie auto's waarvan je de remlichten kan zien,3,ADJ NOUN ADP NUM NOUN ADV PRON DET NOUN VERB VERB,Scan_Path_ppn40_1592693.mp3
498079,3,"Een man met een verjaardagshoedje, het lijkt alsof hij zijn verjaardag viert",3,DET NOUN ADP DET NOUN PUNCT PRON VERB CONJ PRON PRON NOUN VERB,Scan_Path_ppn3_498079.mp3
1593063,108,Een aantal vrachtwagens en grote pick-up trucks staan geparkeerd op een parkeerplaats,3,DET NOUN NOUN CONJ ADJ NOUN NOUN VERB VERB ADP DET NOUN,Scan_Path_ppn108_1593063.mp3
1592251,102,Een station met een groene trein op het perron ,3,DET NOUN ADP DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn102_1592251.mp3
1159675,40,Man en een vrouw met vliegers,3,NOUN ADP DET NOUN ADP NOUN,Scan_Path_ppn40_1159675.mp3
1592804,104,Naderende afslag met twee mogelijke kanten waarbij het stoplicht op rood staat,3,VERB NOUN ADP NUM ADJ NOUN ADV DET NOUN ADP ADJ VERB,Scan_Path_ppn104_1592804.mp3
713742,108,De blauw met geel met groen met wit gekleurde bus rijdt over een straat,3,DET ADJ ADP NOUN ADP ADJ ADP ADJ VERB NOUN VERB ADP DET NOUN,Scan_Path_ppn108_713742.mp3
1160180,107,Een straat met een stoplicht op rood waarbij een auto aan het wachten is,3,DET NOUN ADP DET NOUN ADP ADJ ADV DET NOUN ADP X VERB VERB,Scan_Path_ppn107_1160180.mp3
61537,3,Een stoplicht met daarboven een vogel die rondvliegt,3,DET NOUN ADP NOUN DET NOUN PRON VERB,Scan_Path_ppn3_61537.mp3
285993,107,Een kerktoren midden op een plein waar veel mensen zijn,3,DET NOUN ADV ADP DET NOUN ADV NUM NOUN VERB,Scan_Path_ppn107_285993.mp3
1159541,103,Een zwarte kat in haar mand onder het bureau,3,DET ADJ NOUN ADP PRON NOUN ADP DET NOUN,Scan_Path_ppn103_1159541.mp3
1591858,103,Een vliegtuig en van die karretjes op het vliegveld,3,DET NOUN CONJ ADP PRON NOUN ADP DET NOUN,Scan_Path_ppn103_1591858.mp3
498304,34,Een klein jongetje of meisje op een paard,3,DET ADJ NOUN CONJ NOUN ADP DET NOUN,Scan_Path_ppn34_498304.mp3
713174,106,Een meisje op een stoel die naar een beeldscherm zit te kijken,3,DET NOUN ADP DET NOUN PRON ADP DET NOUN VERB ADP VERB,Scan_Path_ppn106_713174.mp3
61514,102, Een geel verkeersbord met een wandelende meneer en een oranje stoplicht,3,SPACE DET ADJ NOUN ADP DET VERB NOUN CONJ DET ADJ NOUN,Scan_Path_ppn102_61514.mp3
498092,108,De drie vrouwen met de rokken aan staan in de keuken eten klaar te maken,3,DET NUM NOUN ADP DET NOUN ADV VERB ADP DET NOUN VERB ADJ ADP VERB,Scan_Path_ppn108_498092.mp3
1592150,104,Een fiets die vastgemaakt is aan een hek in een drukke winkelstraat,3,DET NOUN PRON VERB VERB ADP DET NOUN ADP DET ADJ NOUN,Scan_Path_ppn104_1592150.mp3
498079,108,De man met het bruine shirt heeft een happy birthday hoedje op terwijl die aan de eettafel zit,3,DET NOUN ADP DET ADJ NOUN VERB DET NOUN PROPN NOUN ADV CONJ PRON ADP ADP X VERB,Scan_Path_ppn108_498079.mp3
713780,108,Meisje met het rood wit gestreepte truitje eet een broodje,3,NOUN ADP DET ADJ X VERB NOUN VERB DET NOUN,Scan_Path_ppn108_713780.mp3
286034,108,Er worden door vrijwilligers een hele hoop bananen uitgedeeld aan sporters,3,ADV VERB ADP NOUN DET ADJ NOUN NOUN VERB ADP NOUN,Scan_Path_ppn108_286034.mp3
1159541,44,Een zwarte kat in een mandje onder een bureau,3,DET ADJ NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn44_1159541.mp3
713742,3,"Een bus met een geel, groen en witte kleur",3,DET NOUN ADP DET NOUN PUNCT ADJ CONJ ADJ NOUN,Scan_Path_ppn3_713742.mp3
1592397,108,Een man en vrouw snijden een taart aan,3,DET NOUN CONJ NOUN NOUN DET NOUN ADV,Scan_Path_ppn108_1592397.mp3
1159541,34,Een hond of kat onderin een mand onder een bureau,3,DET NOUN CONJ VERB ADV DET NOUN ADP DET NOUN,Scan_Path_ppn34_1159541.mp3
1159541,3,Een zwarte kat die zich bevindt onder een bureau in haar mand,3,DET ADJ NOUN PRON PRON VERB ADP DET NOUN ADP PRON NOUN,Scan_Path_ppn3_1159541.mp3
1591858,3,Een vliegveld met een wit blauw vliegtuig dat klaarstaat om te boarden,3,DET NOUN ADP DET ADJ ADJ NOUN PRON NOUN CONJ ADP VERB,Scan_Path_ppn3_1591858.mp3
1592817,108,Op het bureau staan drie beeldschermen en een toetsenbord,3,ADP DET NOUN VERB NUM NOUN CONJ DET NOUN,Scan_Path_ppn108_1592817.mp3
1591920,104,Gepakte koffers en een open koffer in een slaapkamer,3,ADJ NOUN CONJ DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn104_1591920.mp3
713666,17,"Ouderwetse bus, rood aan de bovenkant wit aan de onderkant",3,ADJ NOUN PUNCT ADJ ADP DET NOUN ADJ ADP ADP NOUN,Scan_Path_ppn17_713666.mp3
713689,17,"Een keuken waar niet heel veel vanaf te zien is, rood keukenblad en witte deur",3,DET NOUN ADV ADV ADV NUM ADV ADP VERB VERB PUNCT ADJ NOUN CONJ ADJ NOUN,Scan_Path_ppn17_713689.mp3
713718,17,Vanaf het voetgangerspad genomen en er staan auto's geparkeerd en je komt langs een eethuis,3,ADP DET NOUN VERB CONJ ADV VERB NOUN VERB CONJ PRON VERB ADP DET NOUN,Scan_Path_ppn17_713718.mp3
713780,17,Meisje die een broodje hotdog of iets aan het eten is,3,NOUN PRON DET ADJ NOUN CONJ PRON ADP DET NOUN VERB,Scan_Path_ppn17_713780.mp3
107906,19,Twee voertuigen in het wit van River Valley Metro die aan de kant zijn geparkeerd,3,NUM NOUN ADP DET ADJ ADP NOUN PROPN PROPN PRON ADP DET NOUN VERB VERB,Scan_Path_ppn19_107906.mp3
107930,19,Een hoekje in een cafeetje of zo met een hele rare bank,3,DET NOUN ADP DET NOUN CONJ ADV ADP DET ADJ ADJ NOUN,Scan_Path_ppn19_107930.mp3
1159408,19,drie mensen die aan het eten waren en nu samen op de foto staan,3,NUM NOUN PRON ADP DET NOUN VERB CONJ ADV ADV ADP DET NOUN VERB,Scan_Path_ppn19_1159408.mp3
1159425,19,"De Big Ben in Londen gevestigd, een straat",3,DET NOUN PROPN ADP NOUN VERB PUNCT DET NOUN,Scan_Path_ppn19_1159425.mp3
1159427,19,Een dubbeldekker bus die naar Piccadilly via Northern rijdt,3,DET ADJ NOUN PRON ADP NOUN ADP NOUN VERB,Scan_Path_ppn19_1159427.mp3
1159440,19,Een Aziatische vrouw met een hoed op die op een Aziatische markt groenten verkoopt,3,DET ADJ NOUN ADP DET NOUN ADP PRON ADP DET ADJ NOUN NOUN VERB,Scan_Path_ppn19_1159440.mp3
1159606,19,Vier beeldschermen op een tafel met allemaal andere dingen open,3,NUM NOUN ADP DET NOUN ADP PRON PRON NOUN ADJ,Scan_Path_ppn19_1159606.mp3
1159768,19,Oude zwarte auto die op een grasveld staat naast allemaal andere oudere auto's,3,ADJ ADJ NOUN PRON ADP DET NOUN VERB ADP PRON PRON ADJ NOUN,Scan_Path_ppn19_1159768.mp3
1159967,19,Vier vrouwen die in een keuken staan en bezig zijn met het eten te serveren,3,NUM NOUN PRON ADP DET NOUN VERB CONJ ADJ VERB ADP DET NOUN ADP VERB,Scan_Path_ppn19_1159967.mp3
1160189,19,Een badkamer met in het midden een wc met daarboven allemaal handdoeken,3,DET NOUN ADP ADP DET NOUN DET NOUN ADP NOUN PRON VERB,Scan_Path_ppn19_1160189.mp3
150432,19,Een heftige sneeuwbui op een straat waarbij er wat auto's aan het rijden zijn,3,DET ADJ NOUN ADP DET NOUN ADV ADV PRON NOUN ADP X VERB VERB,Scan_Path_ppn19_150432.mp3
150474,19,Een jongen die op een skatebaan net een truc aan het doen is,3,DET NOUN PRON ADP DET NOUN ADV DET NOUN ADP X VERB VERB,Scan_Path_ppn19_150474.mp3
1591909,19,Duiven die allemaal na een punt vliegen ergens op straat,3,NOUN PRON PRON ADP DET NOUN VERB ADV ADP NOUN,Scan_Path_ppn19_1591909.mp3
1591977,19,Een vrouw pakt allemaal lekkernijen uit de trays met onder andere donuts,3,DET NOUN VERB PRON NOUN ADP DET NOUN ADP ADP PRON NUM,Scan_Path_ppn19_1591977.mp3
1592025,19,Een klein kindje heeft een trolley vast in de woonkamer,3,DET ADJ NOUN VERB DET NOUN ADJ ADP DET NOUN,Scan_Path_ppn19_1592025.mp3
1592047,19,Een groen vliegtuig op het vliegveld met andere wagens om zich heen,3,DET ADJ NOUN ADP DET NOUN ADP PRON NOUN CONJ PRON ADP,Scan_Path_ppn19_1592047.mp3
1592119,19,Rode bussen in Londen bij een bushalte,3,ADJ NOUN ADP NOUN ADP DET NOUN,Scan_Path_ppn19_1592119.mp3
1592137,19,Mensen die op bankjes zitten met allemaal gekleurde parasols,3,NOUN PRON ADP NOUN VERB ADP PRON VERB NOUN,Scan_Path_ppn19_1592137.mp3
1592168,19,De aanduiding van de eerste kilometer van een wedstrijd,3,DET NOUN ADP DET NUM NOUN ADP DET NOUN,Scan_Path_ppn19_1592168.mp3
1592286,19,Een jongetje aan tafel van heel veel dim sum ,3,DET NOUN ADP NOUN ADP ADV NUM VERB NOUN,Scan_Path_ppn19_1592286.mp3
1592501,19,Vijf mensen die pizza aan het eten zijn aan de eettafel,3,NUM NOUN PRON NOUN ADP DET NOUN VERB ADP ADP X,Scan_Path_ppn19_1592501.mp3
1592568,19,Een zee met rotsen en een meeuw op de voorgrond,3,DET NOUN ADP NOUN CONJ DET NOUN ADP DET NOUN,Scan_Path_ppn19_1592568.mp3
1592657,19,Een man en vrouw die in de keuken staan,3,DET NOUN CONJ NOUN PRON ADP DET NOUN VERB,Scan_Path_ppn19_1592657.mp3
1592874,19, Een weg met een straatnaam die Google aanduidt,3,SPACE DET NOUN ADP DET NOUN PRON NOUN VERB,Scan_Path_ppn19_1592874.mp3
1592934,19,Een kapotte vlieger of een misvormde vlieger die op het strand ligt,3,DET ADJ NOUN CONJ DET ADJ NOUN PRON ADP DET NOUN VERB,Scan_Path_ppn19_1592934.mp3
1593041,19,Een koelkast vol met drank in een restaurant,3,DET NOUN ADJ ADP NOUN ADP DET NOUN,Scan_Path_ppn19_1593041.mp3
1593146,19,De jongen die een truc maakt op zijn skateboard,3,DET NOUN PRON DET NOUN VERB ADP PRON NOUN,Scan_Path_ppn19_1593146.mp3
285851,19,Twee rode trams die bij een tramhalte staan en een daarvan is een schooltram,3,NUM ADJ NOUN PRON ADP DET NOUN VERB CONJ DET ADV VERB DET NOUN,Scan_Path_ppn19_285851.mp3
285905,19,Een man die buiten zit en bij een kleine ronde tafel en zijn eten aan het snijden is,3,DET NOUN PRON ADV VERB CONJ ADP DET ADJ ADJ NOUN CONJ PRON NOUN ADP X VERB VERB,Scan_Path_ppn19_285905.mp3
285948,19,Die mensen op de foto waarbij er twee pizza eten of pizza pakken,3,PRON NOUN ADP DET NOUN ADV ADV NUM NUM VERB CONJ NOUN VERB,Scan_Path_ppn19_285948.mp3
285992,19,"Het verjaardagsfeestje van een klein meisje, zijn allemaal geschminkt en ze heeft een hele grote taart",3,DET NOUN ADP DET ADJ NOUN PUNCT VERB PRON VERB CONJ PRON VERB DET ADJ ADJ NOUN,Scan_Path_ppn19_285992.mp3
497950,19,Mensen die aan het skiën zijn op de berg,3,NOUN PRON ADP X NOUN VERB ADP DET NOUN,Scan_Path_ppn19_497950.mp3
498258,19,Een grote vrachtwagen die helemaal wit is met daarachter gele huizen,3,DET ADJ NOUN PRON ADV ADJ VERB ADP NOUN ADJ NOUN,Scan_Path_ppn19_498258.mp3
498339,19,Een groepje mensen die aan het genieten is van een drankje aan een grote tafel,3,DET NOUN NOUN PRON ADP X VERB VERB ADP DET NOUN ADP DET ADJ NOUN,Scan_Path_ppn19_498339.mp3
713024,19,Een kruispunt die best rustig is en waarbij het lijkt alsof alle stoplichten van de draden afwaaien ,3,DET NOUN PRON ADJ ADJ VERB CONJ ADV PRON VERB CONJ PRON NOUN ADP DET NOUN ADJ,Scan_Path_ppn19_713024.mp3
713075,19,Een heel rommelig bureau met een computer en heel veel papieren,3,DET ADV ADJ NOUN ADP DET NOUN CONJ ADV NUM NOUN,Scan_Path_ppn19_713075.mp3
713174,19,Een meisje die de stoel achterstevoren heeft en daarop leunt terwijl ze naar een scherm kijkt,3,DET NOUN PRON DET NOUN NOUN VERB CONJ ADV VERB CONJ PRON ADP DET NOUN VERB,Scan_Path_ppn19_713174.mp3
713330,19,Een laptop en een computer op een grijs bureau,3,DET NOUN CONJ DET NOUN ADP DET NOUN NOUN,Scan_Path_ppn19_713330.mp3
1160049,15,Een strandbeeld met groene parasolletjes waar mensen lekker liggen te zonnen,3,DET NOUN ADP ADJ NOUN ADV NOUN ADJ VERB ADP VERB,Scan_Path_ppn15_1160049.mp3
150374,15,Typische rode Londense bus die in de sneeuw staat geparkeerd waar een winkeltje in is gemaakt,3,NOUN PROPN PROPN NOUN PRON ADP DET NOUN VERB VERB ADV DET NOUN ADV VERB VERB,Scan_Path_ppn15_150374.mp3
285686,15,Een Aziatische dame die met haar oortjes in op de laptop buiten iets probeert te kijken en te volgen,3,DET ADJ NOUN PRON ADP PRON NOUN ADV ADP DET NOUN ADP PRON VERB ADP VERB CONJ ADP VERB,Scan_Path_ppn15_285686.mp3
285949,15,Een oud klein donker bruin kerkje met daarvoor een zebrapad waar een oud stel staat te wachten om over te steken,3,DET ADJ ADJ ADJ ADJ NOUN ADP ADV DET NOUN ADV DET ADJ NOUN VERB ADP VERB CONJ ADV ADP VERB,Scan_Path_ppn15_285949.mp3
498111,15,Een oven die van binnen blauw is waarvan de oven deur openstaat in een houten strakke keuken,3,DET NOUN PRON ADP ADV ADJ VERB ADV DET NOUN NOUN VERB ADP DET ADJ ADJ NOUN,Scan_Path_ppn15_498111.mp3
61514,15,"Het verkeersbord wat zegt dat je moet oppassen voor voetgangers, zo'n geel ruithoekig bord",3,PRON NOUN PRON VERB CONJ PRON VERB VERB ADP NOUN PUNCT PRON ADJ ADJ NOUN,Scan_Path_ppn15_61514.mp3
713017,15,Volwassenen die in de draaimolen op paden heel blij mee aan het spelen zijn tussen de kinderen,3,ADJ PRON ADP DET NOUN ADP NOUN ADV ADJ ADV ADP X VERB VERB ADP DET NOUN,Scan_Path_ppn15_713017.mp3
713380,15,Honkbal spelers die klaar zijn om te slaan waarbij de catcher nog aanwijzingen geeft,3,NOUN NOUN PRON ADJ VERB CONJ ADP VERB ADV DET NOUN ADV NOUN VERB,Scan_Path_ppn15_713380.mp3
713381,15,Een Aziatische Chinese rode tempel waarbij een groep toeristen met parapluutjes zit te kijken,3,DET ADJ ADJ ADJ PROPN ADV DET NOUN NOUN ADP NOUN VERB ADP VERB,Scan_Path_ppn15_713381.mp3
1159446,16,Een foto van een brug die een grote doorgaande straat overbrugd,3,DET NOUN ADP DET NOUN PRON DET ADJ ADJ NOUN NOUN,Scan_Path_ppn16_1159446.mp3
1159497,16,Tafel met een gigantische pizza met drie mannen eromheen ,3,NOUN ADP DET ADJ NOUN ADP NUM NOUN ADV,Scan_Path_ppn16_1159497.mp3
1159515,16,Een vrouw die een foto maakt van een huis dat helemaal is afgebrand,3,DET NOUN PRON DET NOUN VERB ADP DET NOUN PRON ADV VERB VERB,Scan_Path_ppn16_1159515.mp3
1159541,16,Een kat die in een mand ligt die onder een bureau is geplaatst,3,DET NOUN PRON ADP DET NOUN VERB PRON ADP DET NOUN VERB VERB,Scan_Path_ppn16_1159541.mp3
1159829,16,De Big Ben in Londen met allerlei bussen op de voorgrond,3,DET NOUN PROPN ADP NOUN ADP PRON NOUN ADP DET NOUN,Scan_Path_ppn16_1159829.mp3
1159956,16,Een jachthaven met een groot gebouw met appartementen op de achtergrond,3,DET NOUN ADP DET ADJ NOUN ADP NOUN ADP DET NOUN,Scan_Path_ppn16_1159956.mp3
1159991,16,Een straat met winkels die 's nachts is gefotografeerd,3,DET NOUN ADP NOUN PRON PUNCT NOUN PROPN VERB VERB,Scan_Path_ppn16_1159991.mp3
1160019,16,Een jongetje met twee oudere personen op de achtergrond die aan het oefenen is met skiën,3,DET NOUN ADP NUM ADJ NOUN ADP DET NOUN PRON ADP DET VERB VERB ADP NOUN,Scan_Path_ppn16_1160019.mp3
1591994,16,Een tourbus met nummer 117 die aan de straat voorbij rijdt,3,DET NOUN ADP NOUN NUM PRON ADP DET NOUN ADJ VERB,Scan_Path_ppn16_1591994.mp3
1592027,16,Een rooie dubbeldekker bus met nummer 43 die geparkeerd staat bij een bushalte,3,DET ADJ NOUN NOUN ADP NOUN NUM PRON VERB VERB ADP DET NOUN,Scan_Path_ppn16_1592027.mp3
1592129,16,Een bus met een open dak die nog een oud gebouw passeert,3,DET NOUN ADP DET ADJ NOUN PRON ADV DET ADJ NOUN VERB,Scan_Path_ppn16_1592129.mp3
1592241,16,Wegwerkzaamheden waarbij een groep auto's wordt tegengehouden door wegwerkers met hulp van groot stopbord,3,NOUN ADV DET NOUN NOUN VERB VERB ADP NOUN ADP X X ADJ VERB,Scan_Path_ppn16_1592241.mp3
1592298,16,Een grote groep mensen die aan het wachten is bij een voetgangersoversteekplaats tot het moment dat ze kunnen oversteken,3,DET ADJ NOUN NOUN PRON ADP X VERB VERB ADP DET NOUN ADP DET NOUN CONJ PRON VERB VERB,Scan_Path_ppn16_1592298.mp3
1592378,16,Een terras aan een haven waar iemand net een maaltijd komt opdienen,3,DET NOUN ADP DET NOUN ADV PRON ADV DET NOUN VERB VERB,Scan_Path_ppn16_1592378.mp3
1592519,16,Foto van een kruispunt in Amsterdam,3,NOUN ADP DET NOUN ADP NOUN,Scan_Path_ppn16_1592519.mp3
1592971,16,Een keuken waarbij de waterketel op het vuur staat,3,DET NOUN ADV DET NOUN ADP DET NOUN VERB,Scan_Path_ppn16_1592971.mp3
1593063,16,Vier brandweer voertuigen die geparkeerd staan op de weg met op de achtergrond een bergachtig landschap,3,NUM NOUN NOUN PRON VERB VERB ADP DET NOUN ADP ADP DET NOUN DET ADJ NOUN,Scan_Path_ppn16_1593063.mp3
1593241,16,Een fruitverkoper met een soort parasolletje op zijn hoofd,3,DET NOUN ADP DET NOUN NOUN ADP PRON NOUN,Scan_Path_ppn16_1593241.mp3
285751,16,Een vol bureau met drie monitoren en twee laptops,3,DET ADJ NOUN ADP NUM NOUN CONJ NUM NOUN,Scan_Path_ppn16_285751.mp3
285994,16,Foto van een maaltijd met gevulde paprika's,3,NOUN ADP DET NOUN ADP VERB NOUN,Scan_Path_ppn16_285994.mp3
286034,16,Een foto waar bananen worden uitgedeeld aan deelnemers,3,DET NOUN ADV NOUN VERB VERB ADP NOUN,Scan_Path_ppn16_286034.mp3
286058,16,Een kraampje waarin fruit wordt verkocht op een markt,3,DET NOUN ADV NOUN VERB VERB ADP DET NOUN,Scan_Path_ppn16_286058.mp3
498032,16,Drie mensen die beginnen aan een ski afdaling met een hoog overvliegend vliegtuig op de achtergrond,3,NUM NOUN PRON VERB ADP DET NOUN NOUN ADP DET ADJ VERB NOUN ADP DET NOUN,Scan_Path_ppn16_498032.mp3
498092,16,Drie personen die in de keuken bezig zijn om een maaltijd te bereiden,3,NUM NOUN PRON ADP DET NOUN ADJ VERB CONJ DET NOUN ADP VERB,Scan_Path_ppn16_498092.mp3
498170,16,Foto van een keuken met een aquarium op de achtergrond,3,NOUN ADP DET NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn16_498170.mp3
498261,16,Drie vrouwen die op zoek zijn naar kleingeld om een parkeermeter te kunnen betalen,3,NUM NOUN PRON ADP X VERB ADP NOUN CONJ DET NOUN ADP VERB VERB,Scan_Path_ppn16_498261.mp3
61537,16,Een verkeerspaal met drie stoplichten eraan hangend met een donkere wolkenlucht op de achtergrond,3,DET NOUN ADP NUM NOUN ADV VERB ADP DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn16_61537.mp3
713089,16,"Een meisje aan het strand, vakantiefoto",3,DET NOUN ADP DET NOUN PUNCT NOUN,Scan_Path_ppn16_713089.mp3
713274,16,Groepsfoto tijdens een skivakantie bovenaan de afdaling,3,NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn16_713274.mp3
713392,16,Een toeristenbus met een open dak die passeert aan een Apple winkel,3,DET NOUN ADP DET ADJ NOUN PRON VERB ADP DET NOUN PROPN,Scan_Path_ppn16_713392.mp3
713519,16,Een man die in de keuken zijn koffertje aan het inpakken is,3,DET NOUN PRON ADP DET NOUN PRON NOUN ADP DET VERB VERB,Scan_Path_ppn16_713519.mp3
713620,16,Een voetgangersoversteekplaats aan een kruispunt met een tankstation,3,DET NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn16_713620.mp3
713653,16, Een motorstunt over vier bussen heen die uitgebeeld is in Lego,3,SPACE DET NOUN ADP NUM NOUN ADP PRON VERB VERB ADP NOUN,Scan_Path_ppn16_713653.mp3
150280,50,Uitstekende rotsen uit het water met daarbij op de voorgrond een gele boot,3,ADJ NOUN ADP DET NOUN ADP ADV ADP DET NOUN DET ADJ NOUN,Scan_Path_ppn50_150280.mp3
1592352,50,Een foto van een natuurlandschap met daarop de achtergrond bergen met wat huizen erop en op de voorgrond een kudde schapen/geiten,3,DET NOUN ADP DET NOUN ADP ADV DET NOUN VERB ADP PRON NOUN ADV CONJ ADP DET NOUN DET VERB VERB,Scan_Path_ppn50_1592352.mp3
285686,50,Een meisje op haar laptop op een bankje buiten,3,DET NOUN ADP PRON NOUN ADP DET NOUN ADV,Scan_Path_ppn50_285686.mp3
285859,50,Een museum van binnen waarbij meerdere mensen naar tentoongestelde objecten aan het kijken zijn,3,DET NOUN ADP ADV ADV NUM NOUN ADP VERB NOUN ADP X VERB VERB,Scan_Path_ppn50_285859.mp3
285946,50,Een fruitwinkel op een markt waar meerdere mannen buiten of binnen staan,3,DET NOUN ADP DET NOUN ADV NUM NOUN ADP CONJ ADV VERB,Scan_Path_ppn50_285946.mp3
498372,50,Een foto van een keuken met op de voorgrond een kookeiland,3,DET NOUN ADP DET NOUN ADP ADP DET NOUN DET NOUN,Scan_Path_ppn50_498372.mp3
61514,50,Stoplicht wat op oranje staat met daarbij een bord voor voetgangers,3,NOUN PRON ADP X VERB ADP ADV DET NOUN ADP NOUN,Scan_Path_ppn50_61514.mp3
61574,50,Een jongetje wat een bal gooit op een grasveld,3,DET NOUN PRON DET NOUN ADJ ADP DET NOUN,Scan_Path_ppn50_61574.mp3
713017,50,Een carrousel met daarbij meerdere mensen op twee paarden,3,DET NOUN ADP ADV NUM NOUN ADP NUM NOUN,Scan_Path_ppn50_713017.mp3
713681,50,Een Engelse stadsbus in een sneeuw setting met op de achtergrond wat gebouwen,3,DET ADJ NOUN ADP DET NOUN NOUN ADP ADP DET NOUN PRON NOUN,Scan_Path_ppn50_713681.mp3
713779,50,Een foto van een woonkamer met verschillende meubels daarin,3,DET NOUN ADP DET NOUN ADP PRON NOUN ADV,Scan_Path_ppn50_713779.mp3
1159318,5,Een tafel met zes personen die aan het eten zijn,3,DET NOUN ADP NUM NOUN PRON ADP DET NOUN VERB,Scan_Path_ppn5_1159318.mp3
1159365,5,Twee richtingverkeer straat met een bus en auto's,3,NUM NOUN NOUN ADP DET NOUN CONJ NOUN,Scan_Path_ppn5_1159365.mp3
1159408,5,Twee jongens en een meisje die net gegeten hebben of aan het eten zijn,3,NUM NOUN CONJ DET NOUN PRON ADV VERB VERB CONJ ADP DET NOUN VERB,Scan_Path_ppn5_1159408.mp3
1159440,5,Een markt met een Chinees vrouwtje met een hoed,3,DET NOUN ADP DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn5_1159440.mp3
1159508,5,Een kamer met een rood dekbed en een rode lamp,3,DET NOUN ADP DET ADJ NOUN CONJ DET ADJ NOUN,Scan_Path_ppn5_1159508.mp3
1159749,5,Een hoop mensen die poseert met een menukaart in de hand voor de foto,3,DET NOUN NOUN PRON VERB ADP DET NOUN ADP ADP X X DET NOUN,Scan_Path_ppn5_1159749.mp3
1159819,5,Mensen die kijken naar een persoon die op een olifant zit,3,NOUN PRON VERB ADP DET NOUN PRON ADP DET NOUN VERB,Scan_Path_ppn5_1159819.mp3
1160062,5,Verschillende mensen die aan het Wii'en en die een handgebaar maken,3,PRON NOUN PRON ADP DET NOUN CONJ PRON DET NOUN VERB,Scan_Path_ppn5_1160062.mp3
1160140,5,Twee richtingverkeer straat in een oude straat met rechts een oude bus,3,NUM NOUN NOUN ADP DET ADJ NOUN ADP ADV DET ADJ NOUN,Scan_Path_ppn5_1160140.mp3
150273,5,Een man met een knuppel in zijn hand die wil gaan slaan,3,DET NOUN ADP DET NOUN ADP PRON NOUN PRON VERB VERB VERB,Scan_Path_ppn5_150273.mp3
150474,5,Een jongen op een skateboard met een blauwe pet,3,DET NOUN ADP DET NOUN ADP DET ADJ NOUN,Scan_Path_ppn5_150474.mp3
107909,32,Wit bord met een glazen potje drop en iets wat lijkt op een chocolade toetje,3,ADJ NOUN ADP DET ADJ NOUN ADV CONJ PRON PRON VERB ADP DET NOUN NOUN,Scan_Path_ppn32_107909.mp3
1159397,32,Foto van een viaduct met op de achtergrond de Ikea en het Premiere Inn Hotel,3,NOUN ADP DET NOUN ADP ADP DET NOUN NOUN PROPN CONJ DET NOUN PROPN PROPN,Scan_Path_ppn32_1159397.mp3
1160155,32,"Foto van een truck met een boot erachter, twee quads in de achterkant",3,NOUN ADP DET NOUN ADP DET ADJ ADV PUNCT NUM NOUN ADP DET NOUN,Scan_Path_ppn32_1160155.mp3
1592352,32,Een foto voor een kudde schapen met op de achtergrond bergen of heuvels,3,DET NOUN ADP DET VERB NOUN ADP ADP DET NOUN VERB CONJ NOUN,Scan_Path_ppn32_1592352.mp3
1592567,32,Foto van een straat met een Harley Davidson winkel,3,NOUN ADP DET NOUN ADP DET NOUN PROPN PROPN,Scan_Path_ppn32_1592567.mp3
1593006,32,Foto van een skigebied waarop op de voorgrond allemaal losse ski's staan,3,NOUN ADP DET NOUN ADV ADP DET NOUN PRON ADJ NOUN VERB,Scan_Path_ppn32_1593006.mp3
285715,32,"Autoraam, een witte wasbeer tegen het raam aan geplakt, gordijnen half open",3,NOUN PUNCT DET ADJ NOUN ADP DET NOUN ADV VERB PUNCT VERB ADJ ADJ,Scan_Path_ppn32_285715.mp3
